SaleID,OrderID,OrderDate,CustomerName,CustomerEmail,ProductID,ProductName,ProductCategory,UnitsSold,UnitPrice,TotalPrice,Revenue,Region,Discount,CustomerID,PaymentMethod,PaymentStatus,OrderStatus,ShippingCost,Carrier,TrackingNumber,CouponCode,CouponDiscount,City,Country,Latitude,Longitude,ShippingAddress,BillingAddress
d2040f75-fb9e-43d9-a0ce-2706accadcdb,7f858821-418e-4067-94ce-04c3a7492f09,2024-05-29 05:56:47,Jennifer Robles,gibsonedward@example.com,89,just,safe,6,52.12,310.93,310.93,North,1.79,334,PayPal,Refunded,Pending,15.06,FedEx,ea63b333-4c4e-46e3-b2ed-88eef0471db4,several,1.79,Greenville,US,33.41012,-91.06177,"1860 Simpson Village, Port Eric, WI 03925","83682 Gordon Landing Suite 875, Williamsshire, CO 64318"
ced7285b-343a-4e82-a9b9-ea1eb4af59a1,8a6adfa3-0bd7-404c-af7d-3fc060c90583,2024-06-20 21:54:18,Patricia Garcia,tylermcguire@example.org,57,sing,surface,9,36.88,323.18,323.18,South,8.74,112,PayPal,Refunded,Cancelled,12.9,USPS,f9eeef3c-034e-4d14-ac61-a3c1de2b9ac8,role,8.74,Sun City Center,US,27.71809,-82.35176,"506 Jason Lake Apt. 010, Port Douglasville, WY 85677","541 Dalton Island Suite 881, New Mary, NJ 23330"
9b53f2c7-1acc-4865-bf35-d2b01e1117b2,5c11d795-2d5f-46e7-a626-741c14a6dd85,2024-02-21 20:31:16,Jason Garrett,rmatthews@example.org,83,over,through,6,20.18,113.22,113.22,South,7.86,289,Debit Card,Paid,Shipped,11.79,UPS,261b40cb-7b9c-4f03-ae9b-aa5d3293ef99,leader,7.86,New City,US,41.80753,-87.65644,"7074 Elijah Tunnel Suite 347, Lake Monica, FM 68535","466 Knight Springs Apt. 995, Janetbury, WI 26904"
54ed1ec9-b0ee-48e8-b035-dee3b094947c,16c038b5-e6a5-4eac-8efd-5a06126ff95e,2024-07-06 22:41:04,Michael Snyder,ballardheather@example.com,62,dog,others,10,92.9,927.53,927.53,South,1.47,371,PayPal,Unpaid,Delivered,18.81,UPS,6f570add-e35e-4a7f-859b-666acd411804,develop,1.47,Yonkers,US,40.93121,-73.89875,"4192 Evans Trafficway Suite 454, Robertchester, PW 52392","315 William Squares, Cummingsbury, FM 63130"
311d5469-49a9-456f-be25-4efb72570c61,8a041dfb-e5c4-4fa3-9c97-35533b714980,2024-03-09 02:35:21,Shannon Brown,barbara94@example.com,72,enjoy,attorney,1,52.14,46.59,46.59,North,5.55,432,Credit Card,Paid,Pending,12.65,UPS,3b0c3e4a-587a-4212-a62d-3e076cf7ac06,key,5.55,Lower West Side,US,41.8542,-87.66561,"5178 Renee Track, Frankchester, ND 48453","509 Brian Vista Suite 488, West Susan, DE 86539"
860413c5-f5aa-4864-bc32-31ae5e7b7f61,b185ec9a-5a45-4d5e-ae34-27e3c885f126,2024-05-25 19:02:06,Scott Harrington,angelicapace@example.org,30,important,campaign,7,41.08,281.89,281.89,South,5.67,52,Credit Card,Refunded,Shipped,14.06,DHL,30983933-0af4-433a-9433-3f9c8fc6a546,executive,5.67,West Chester,US,39.96097,-75.60804,"724 Jacob Path Apt. 076, East Sean, TN 08083","0912 Jennifer Mission Suite 747, East Shannonport, GU 24825"
fe9cb88d-955c-471c-b2be-c0f7b102738b,6c1ff524-ec1e-495a-bcbb-8e9afefdd6c8,2024-05-01 18:46:10,Jacob Pineda,michellehawkins@example.com,4,charge,common,1,38.71,30.8,30.8,East,7.91,56,Cash,Refunded,Delivered,12.27,UPS,a76de49e-aa4a-4717-a6ec-7ef506589d68,more,7.91,Odessa,US,31.84568,-102.36764,"480 Obrien Fork Apt. 268, North Bonnieberg, KY 21957","82192 Jason Plains Apt. 347, Coryton, NE 94174"
6f06f6d3-1026-4444-a971-0cd69ee5ee49,8083d4f3-ce95-4e99-9c0a-d7fd64dcc398,2024-06-06 15:33:37,Sarah Sexton,johnsonsarah@example.org,13,blue,instead,7,22.64,151.16,151.16,North,7.32,84,Credit Card,Unpaid,Shipped,12.13,USPS,2aac73da-8796-49bc-8400-805f9c27a7d5,wall,7.32,Riverbank,US,37.73604,-120.93549,"3048 Ashley Walk, Matthewview, NH 63811","67108 Kimberly Roads, Brooksview, VT 43146"
a8263387-2daf-4ecf-96f4-4ef8a3b2ede5,20884234-07e7-4dec-a00b-8810031e7413,2024-06-14 07:27:55,Timothy Butler,mvasquez@example.org,99,similar,morning,8,94.75,756.83,756.83,North,1.17,9,Debit Card,Paid,Delivered,17.27,FedEx,28b45481-c9bf-431a-85ff-064c33812244,win,1.17,Hutchinson,US,38.06084,-97.92977,"774 Roger Squares, West Jonathanside, WV 65575","93018 Jesus Ford, New Patricia, AR 32268"
865f0a1e-4222-4240-9c88-f301dc8e0e5a,ef37fda6-c673-475f-9a28-8de7316b13f0,2024-01-22 06:12:42,Emily Black,catherine35@example.org,33,natural,exactly,10,77.64,772.2,772.2,South,4.2,287,Cash,Unpaid,Cancelled,17.31,UPS,765456dc-bd53-4cbd-a231-b45f9f64d1bb,against,4.2,Scotch Plains,US,40.65538,-74.38987,"529 Sarah Island, East Amandaland, MD 93713","PSC 4954, Box 8517, APO AP 95237"
69b266f2-7f31-467d-a1f8-5a0b5d8007c2,1a92adbd-fed3-4bc8-a243-7235fa46fa7c,2024-02-18 22:21:36,Melanie Mejia,meyersjackson@example.net,29,purpose,respond,10,28.33,283.29,283.29,East,0.01,304,Credit Card,Unpaid,Cancelled,10.1,FedEx,ed6e18c5-f5d0-4df5-aa65-f6fa802c43d7,forward,0.01,Iron River,US,46.09273,-88.64235,"374 Hunt Forges, West Karenport, AZ 78598","Unit 6783 Box 4905, DPO AE 55267"
9a82b372-a535-4908-9215-99104be3609e,4fb4877c-fc82-47f0-9094-8b75dadf8ad5,2024-05-23 05:23:32,Robin Jordan,terri15@example.org,92,heart,put,3,41.16,114.33,114.33,South,9.15,12,Debit Card,Paid,Pending,18.91,FedEx,20728dea-ed4d-4a84-84fb-2c126c8c0a46,firm,9.15,Martinsburg,US,39.45621,-77.96389,"735 Zuniga Forks, Victoriafurt, CT 07932","9850 Walker Valley Suite 189, East Johnfurt, IA 69870"
f3e63cdf-6919-45d8-a2e8-1cea2569c6fc,4253f39b-afaa-40bb-abf4-0432abd09d84,2024-01-05 18:23:35,Nathaniel Kaufman,smithseth@example.com,6,their,gas,3,58.57,167.07,167.07,North,8.64,166,Debit Card,Refunded,Pending,12.61,UPS,e06da8e7-02f1-4d76-9b5d-d0e9cb0687e3,box,8.64,Glendale,US,34.14251,-118.25508,"0863 Lauren Landing, Lake Kimberly, ME 44406","0178 Steven Spur, North Brooke, ME 95203"
dd2b7521-3b51-4884-a251-768d3dd1592c,0c17bf63-fc1c-48bf-a0de-b2b0635ca1d5,2024-03-13 07:15:00,Kayla Lynch,morganjoshua@example.net,12,item,civil,3,90.48,268.77,268.77,North,2.67,178,Debit Card,Refunded,Cancelled,10.88,UPS,baabe16e-31ba-4154-8f41-7d6ae6c7a510,indicate,2.67,Collinwood,US,41.55838,-81.56929,"155 Garcia Spring Apt. 961, Edwardburgh, ME 93489","702 Williams Squares Suite 291, New Davidport, CA 75579"
68c3da9c-1874-475c-8a2a-2af288b5df41,856ad70b-856e-490a-8cee-14bbc7614f60,2024-01-05 08:06:13,Elizabeth Garcia,grantcurtis@example.net,40,by,line,6,70.75,422.44,422.44,North,2.06,353,Credit Card,Unpaid,Pending,7.07,DHL,4f42e06f-3548-4042-adde-194ca5827da0,security,2.06,Hutto,US,30.5427,-97.54667,"4826 Nicholas Springs, Amyhaven, FL 68660","09117 Wyatt Haven Apt. 276, Patriciaborough, CO 06719"
7f95a177-9861-45b0-8ec0-c3c2e89c086f,ec57a750-7974-494d-98b8-c2f747d7bfb6,2024-07-23 15:19:22,Nicole Washington,mcclainchristine@example.com,2,leg,natural,6,19.13,108.57,108.57,East,6.21,242,Credit Card,Paid,Delivered,8.66,UPS,d987566a-5978-4585-b6a4-16612743bd1f,begin,6.21,West Chester,US,39.96097,-75.60804,"370 Berg Freeway Apt. 858, West Deborahtown, ID 13232","240 Richardson Parkways, Codyport, KS 31461"
aecb03a8-68cb-41c0-b11a-4eb91c7eaa3f,d845bcbe-f894-4012-8930-bf7d252c515c,2024-04-03 23:01:37,John Turner,charles36@example.com,20,senior,discussion,3,36.52,101.29,101.29,South,8.27,258,PayPal,Paid,Shipped,18.12,DHL,650543c1-76ed-49ac-bce5-d8f929c6ff6f,gun,8.27,Fayetteville,US,35.05266,-78.87836,"274 Tran Ferry Apt. 780, Moralesstad, AZ 56684","0958 Houston Fords, Larafurt, VT 66754"
32687063-4726-472a-aac3-923989b50ccc,68e6cc80-2dde-4882-92aa-7e362cadd841,2024-03-01 17:26:47,Amanda Weber,nancy52@example.org,96,glass,candidate,2,98.71,195.9,195.9,North,1.52,349,Credit Card,Paid,Pending,19.54,DHL,46ec9765-34aa-4bdf-b04c-c0e780e4be3b,girl,1.52,Huntley,US,42.16808,-88.42814,"8485 Michelle Coves, Lake Joshua, CO 70279","5203 Lynch Mills, Franklinton, VI 33865"
3e26961b-0728-4fe1-a53f-8b544936e4df,1e3b3e4a-a64a-4843-9802-ac87da7da8b3,2024-01-18 22:49:33,Tamara Branch,jamesgomez@example.com,47,lawyer,democratic,9,63.88,569.16,569.16,East,5.76,259,Debit Card,Paid,Delivered,5.64,USPS,70941cf0-5d77-4659-8845-9a8dc5187b7a,could,5.76,Bridgeport,US,41.16704,-73.20483,"49059 Young Drive, Lake Catherinetown, NV 63949","957 Obrien Stravenue, West Tannerfurt, WA 03005"
1aa95382-109f-4671-8226-fca021e389fe,a83c9f89-7d12-4887-a9bb-51353829d3c4,2024-06-02 10:50:17,Andrew Werner,jennifer20@example.net,81,produce,single,1,93.12,91.56,91.56,South,1.56,433,PayPal,Refunded,Cancelled,17.15,UPS,5ecbc9a6-a1b8-4b14-9770-07f7dc04c65d,yes,1.56,Pottstown,US,40.24537,-75.64963,"930 Marcus Divide, New Robert, MN 40233","873 Johnson Mission Apt. 381, East Colehaven, KY 55497"
7bfed392-42aa-4c51-b933-e57ebaa180be,1103825f-2625-455a-b1fc-f80330b9abe9,2024-03-16 07:02:44,Eric Cooley,htaylor@example.net,19,poor,enter,5,13.1,55.93,55.93,North,9.57,62,Debit Card,Paid,Shipped,18.4,FedEx,f7f1ef14-a4d7-458f-9941-b737770de6a3,table,9.57,Crystal Lake,US,42.24113,-88.3162,"416 Smith Ranch, Arnoldfort, CO 18893","3595 Derek Glen Apt. 151, Bryantport, MH 75744"
c2e5b121-ac91-4994-abbd-a8b0037ffd32,12a33d5e-6374-41c9-a70f-1fa6dcde3bd1,2024-07-09 10:21:33,Gregory Summers,amyharrison@example.org,11,city,I,9,42.68,382.97,382.97,East,1.15,98,PayPal,Paid,Shipped,14.87,FedEx,28d95fff-268b-4887-9912-db2763fb4eb0,top,1.15,Independence,US,39.09112,-94.41551,"4504 Reed Stravenue Suite 099, Lake Angela, OK 54353","435 Kathy Plaza Apt. 608, North Jeremystad, NE 63635"
dd4cb940-5db7-415b-89a8-3e61ac8e74ca,fed55abb-f689-4f65-84f1-f05f18308dd0,2024-06-18 00:48:58,April Burns DVM,russell37@example.com,43,mean,individual,2,56.78,106.69,106.69,South,6.87,133,Cash,Refunded,Cancelled,14.46,DHL,35f5b389-3e12-4094-850f-77a40f3aee85,data,6.87,Front Royal,US,38.91817,-78.19444,"336 Kenneth Greens Apt. 590, South Mark, IN 66054","95868 Waters Center, Lake Lisatown, AL 55887"
a7552e6e-4e05-4886-98f4-cb98652e0fdc,5f53b9df-f21b-48f3-a625-86531aeb8124,2024-05-30 04:45:41,Kelsey Singh,simonnicole@example.com,62,require,hard,10,54.94,540.29,540.29,South,9.11,295,Cash,Paid,Cancelled,5.47,FedEx,49920b96-f323-4989-95fd-69e629296253,decade,9.11,Clermont,US,28.54944,-81.77285,"906 Guzman Pines, Rossshire, IN 50938","44331 Shannon Turnpike Suite 148, Wheelerton, GU 28184"
8876249d-63d2-4d5f-b05e-7d158b6c1e19,c341ba56-444a-4969-b46f-03a8cfab32b5,2024-02-10 15:47:26,David Garcia,alyssajackson@example.org,77,central,appear,7,38.29,264.24,264.24,North,3.79,198,Credit Card,Unpaid,Cancelled,18.02,UPS,875b0610-5100-4d17-bbed-7228bd4c9f1d,require,3.79,Lino Lakes,US,45.16024,-93.08883,"44940 Norma Passage, New Sarahshire, MS 31646","PSC 6447, Box 9094, APO AE 81709"
0c74e111-40fc-426b-9cab-a84147f81f43,a68d32c2-4643-479b-b82c-3c4d295bb160,2024-02-02 01:13:22,Angela Carroll,tanderson@example.com,37,federal,morning,1,87.6,82.3,82.3,West,5.3,67,Debit Card,Refunded,Pending,18.47,DHL,7c345451-465b-4a9b-9e02-c1b736391412,month,5.3,Woodlawn,US,39.32288,-76.72803,"2547 Patricia Inlet Apt. 348, Port Reneeshire, CO 90855","5081 Cooper Knoll Apt. 281, New Caseyfort, MI 29772"
1fc41de3-0a06-4c37-b884-3c92d17115c6,09fee33f-5588-4938-a89c-db76f99e9467,2024-03-17 03:54:12,April West,curtismarquez@example.net,30,get,page,8,89.55,710.35,710.35,South,6.05,220,Cash,Refunded,Cancelled,17.57,USPS,0c23f794-b72c-4c38-b4cc-bc1028b370e2,sound,6.05,Clermont,US,28.54944,-81.77285,"462 Gordon Valleys, Nicolebury, TN 45860","35304 Trevino Trail, West Jessica, AZ 76105"
b225a4cd-71ef-4ffe-b4cb-ce74e58ee894,ffd376b1-3f3c-465b-9fc3-df934b0eb951,2024-01-16 01:10:12,Amy Boyd,dgilbert@example.net,98,keep,cultural,1,17.68,13.48,13.48,West,4.2,75,Cash,Unpaid,Cancelled,7.78,FedEx,52e2a07d-8fb0-428e-8bcc-37271315f71c,blue,4.2,Sterling,US,39.00622,-77.4286,"USNS Castillo, FPO AE 57806","3298 Peter Extension, North Teresa, MP 50739"
3322808f-cea2-41ca-a88d-41406d02d74e,93fb5fc4-1cbf-46c8-a317-a9734c8109c3,2024-02-20 13:17:58,Destiny Guerrero,dillonkathryn@example.com,20,attention,civil,1,29.25,28.81,28.81,North,0.44,107,PayPal,Refunded,Pending,18.21,DHL,180ef11d-b9e7-4235-9cdf-cc845d04cf0e,sound,0.44,Sun City Center,US,27.71809,-82.35176,"10301 Rachel Crest Suite 187, South Rachelton, OH 99169","PSC 4953, Box 1509, APO AE 31474"
eaff0e21-3e94-4453-bd4c-4156efb18955,24889d21-e069-48a5-bff8-ce94e21087ef,2024-04-09 20:41:53,Michael Rodriguez,jessicachavez@example.org,58,common,too,3,55.1,161.66,161.66,West,3.64,341,Debit Card,Paid,Pending,7.72,USPS,81237ba9-5631-48db-bd3a-9b69202bac60,energy,3.64,Tupelo,US,34.25807,-88.70464,"PSC 2742, Box 6083, APO AE 65335","9844 Benjamin Crescent Apt. 002, North Kevin, DC 81859"
cdef53a1-a3bb-4a69-97f1-85af5ae1519d,f6fa441d-cee8-491b-a424-d7985f742cf6,2024-06-26 23:23:48,Michelle Jones,samantha28@example.org,87,deal,way,3,94.76,277.26,277.26,North,7.02,31,Debit Card,Unpaid,Pending,10.26,USPS,e07fe0f9-1996-4197-8a41-7439231eb96c,theory,7.02,Odessa,US,31.84568,-102.36764,"574 Lisa Isle, Port John, VT 88231","540 Ward Groves, Brianberg, TX 22046"
3629519a-4821-4aa5-9d85-780cc0a83ae7,75552bce-3233-4880-92dd-58de9dd4953d,2024-01-20 17:46:14,David Daniels DDS,jruiz@example.com,87,expect,we,9,16.6,145.6,145.6,East,3.8,65,PayPal,Paid,Shipped,16.53,UPS,be743b9f-3c61-43c9-bd13-dddca01e6472,must,3.8,Lakewood,US,41.48199,-81.79819,"833 Mccann Trail, South Elizabethhaven, SD 32974","9310 Miller Burgs, South Justinside, NV 66718"
3ce31697-5961-4370-bd8a-d641c040ff76,9e3705de-49a6-4536-ad8a-bdc963360cd9,2024-03-30 04:44:38,Jason Clark,gpatel@example.org,29,will,American,9,27.26,243.3,243.3,North,2.04,445,PayPal,Paid,Shipped,8.42,USPS,4b1fc7bc-c393-42f2-b808-bbc666cb83e5,create,2.04,Palestine,US,31.76212,-95.63079,"317 Elizabeth Grove Apt. 678, Dennisport, MP 08077","12208 Burch Crescent, New Michelleview, DC 72025"
233f0359-4cd7-4068-a16a-a333aaf4c59f,c9f4339b-879f-4339-95d7-e87daa079cfb,2024-07-15 05:32:30,Felicia Rodriguez,rdavis@example.org,36,prove,as,1,75.85,70.11,70.11,East,5.74,442,Cash,Refunded,Cancelled,12.46,DHL,2dbbec54-3cd9-4577-89c5-1dfdc5a8e4cb,character,5.74,Bon Air,US,37.52487,-77.55777,"2247 Anderson Neck, Patrickchester, FM 61879","19158 Denise Skyway Apt. 964, North Michelle, KY 52105"
9d881778-15f3-472b-8c9e-1335ad7ca988,efdee939-84c6-43b7-8d2f-4cf3346dfc0b,2024-01-09 05:00:48,Kimberly Williams,wilsonanthony@example.com,72,material,year,6,76.95,458.67,458.67,North,3.03,220,Debit Card,Paid,Delivered,7.91,USPS,e2b6bd9e-8b6d-43a6-bc67-d15df025c0d7,scene,3.03,West Chester,US,39.96097,-75.60804,"7401 Colleen Glens, Fullerstad, DE 59574","225 Thomas Mountain, South Cheryl, GA 37065"
d53ecb30-9ab4-4704-ab17-e4ac75eed5b4,465d27e3-b4ca-4750-8a9a-eb883696ab71,2024-03-23 11:59:59,Danielle Briggs,oscar28@example.org,26,work,anything,6,11.03,60.61,60.61,South,5.57,226,PayPal,Unpaid,Delivered,14.18,DHL,dd53dcc0-f0f2-44bb-8aca-6aa0ef6e223a,herself,5.57,Riverbank,US,37.73604,-120.93549,"62658 Thompson Prairie Suite 142, Elizabethchester, AZ 46189","74554 Joshua Valley, West Joseborough, VI 47390"
8ccb6c48-cdcf-4aca-baf1-8f672469d115,6e751274-e429-4873-a53a-c6b445e94394,2024-04-30 22:28:10,Diana Wright,kennethdavis@example.com,2,writer,task,5,39.37,189.63,189.63,North,7.22,442,Cash,Unpaid,Delivered,9.59,UPS,36133bd1-2f32-4ecd-aab0-2b63009c8361,rule,7.22,Morningside Heights,US,40.81,-73.9625,"70422 Wright Walk, Jenningsside, MP 78439","2714 Lynch Landing, South Brittany, CO 52879"
f090e93b-f071-4586-8334-1e6c5d399822,cfe6e6f8-8c49-4c72-b47b-c06c44f4ddb0,2024-04-18 23:15:29,Paula Perez,debra95@example.com,62,follow,true,1,68.08,66.64,66.64,West,1.44,480,Cash,Paid,Cancelled,13.76,UPS,96ab1ff9-92f2-49c0-a6b3-eb4e557fef88,executive,1.44,Bon Air,US,37.52487,-77.55777,"87498 Mclaughlin Fields, West Stevenstad, IL 75907","76502 Micheal Fork Suite 000, Walltown, VT 15475"
a984eee5-d11d-4049-a23a-7f7aadef4c15,6ef68ba4-0834-4b4e-a8e6-cfab7a7a2098,2024-04-01 21:34:26,Shawn Smith,ohunter@example.org,63,feel,her,2,91.8,173.68,173.68,West,9.92,205,PayPal,Refunded,Shipped,6.36,UPS,c966cc19-796e-49ca-94b2-55d7c6d3d7b5,short,9.92,Fairview Heights,US,38.58894,-89.99038,"775 Riggs Knolls, East Trevortown, MA 25438","41688 Johnston Fort, North Linda, MD 41551"
32c162e0-f3f8-4422-a888-c33f5cc685c3,e6af7afa-4ba2-4263-ab26-0d72de0fd87a,2024-07-05 20:11:17,Brian Duarte,joneserin@example.org,37,be,understand,2,16.22,32.24,32.24,South,0.2,368,Credit Card,Unpaid,Cancelled,12.03,FedEx,60230fea-79bf-443f-a5d3-9c90966bfa96,other,0.2,Malden,US,42.4251,-71.06616,"Unit 0937 Box 7721, DPO AP 51643","0066 Ortiz Manors Apt. 324, New Brian, NE 32632"
ea892d67-4c54-47b2-9d60-35bb2e886271,15899671-756a-4add-8987-9d69de746009,2024-05-01 13:50:14,Nicole Preston,tylerpayne@example.net,26,seat,receive,10,91.53,905.96,905.96,West,9.34,16,Credit Card,Unpaid,Delivered,18.31,UPS,0bb31cc9-de87-43e5-9242-1b7653b60189,interesting,9.34,Greenville,US,33.41012,-91.06177,"87945 Alexis Brook, Cynthiamouth, NY 12412","399 Heather Port Apt. 789, Burnettberg, KS 38376"
379d3d04-e021-4470-95e6-87c6801a59ac,76ebb725-f6b5-49c0-98b6-35f132a062c3,2024-01-08 23:51:57,Kaitlin Valdez,qallen@example.org,90,bed,it,2,36.77,69.48,69.48,North,4.06,18,PayPal,Unpaid,Shipped,12.63,FedEx,87356436-2d46-44ba-a7bb-11eee18996b5,will,4.06,Camarillo,US,34.21639,-119.0376,"832 Briana Expressway, North Joshuaville, AS 24140","325 Brenda Gateway, Morristown, AK 74435"
cea36a31-0ec1-45ff-bdb4-728670506fb0,7ea01a99-abf9-4a59-a402-3984ba00345b,2024-02-08 03:17:02,Diana Cox,ypacheco@example.org,60,week,laugh,1,29.08,21.28,21.28,East,7.8,188,Cash,Refunded,Delivered,12.43,UPS,fcb462c3-67d7-4c14-9085-e2bc76d0f2d7,network,7.8,Abilene,US,32.44874,-99.73314,"484 Ballard Fields Apt. 614, New Stephanieside, TX 47582","4579 Corey Cliffs, New Kirkfort, CT 48118"
bc8b4e53-edb5-4ab7-83fa-68ae21a60312,646121da-368e-4e27-8479-8f2728ffff48,2024-01-11 09:58:56,Randy Collins,bcardenas@example.net,4,project,daughter,1,75.39,68.54,68.54,South,6.85,312,Credit Card,Refunded,Pending,10.4,FedEx,8c9e94fb-d148-4a24-b3ff-0786087feff7,artist,6.85,Gates-North Gates,US,43.16547,-77.70066,"Unit 0938 Box 4262, DPO AA 55984","01086 Amy Ports Suite 298, East Jamesville, OR 28497"
d61574e8-e65a-431a-9c86-4ae84985d1cc,ee3da657-17da-4f76-bd6f-fca29e70cb04,2024-03-26 23:46:02,Melissa Mata,fgordon@example.com,98,candidate,power,5,78.28,388.75,388.75,East,2.65,21,Cash,Paid,Delivered,7.42,UPS,c9175758-644e-468a-8ae8-4594e4e7f2d6,anything,2.65,Leland,US,34.25628,-78.04471,"6350 Sandra Point Suite 944, Port Victoria, WV 76178","30901 Barnett Skyway Suite 464, Port Rebecca, RI 69551"
5c01ef4d-64e1-4670-847f-3fb1f0ffb84c,583fc4b7-8157-488c-8b05-2b7302f1cce9,2024-02-06 08:24:08,Theresa Reed,rlewis@example.com,70,action,per,5,79.31,396.17,396.17,West,0.38,432,Credit Card,Paid,Delivered,18.74,DHL,8f5835af-9740-4c36-9a81-4f86df731867,technology,0.38,Longview,US,32.5007,-94.74049,"160 Thomas Garden, Turnerstad, HI 20660","01815 Sonya Station, Wilsonbury, NH 83812"
